"orig_name","clean_name","match_cos","gvkey","cos_score"
"MASTERCARD INTERNATIONAL INC.","mastercard intl inc","MASTERCARD INC",160225,92.0211714567
"MATERION CORPORATION","materion corp","MATERION CORP",2448,100
"MATLACK SYSTEMS INC","matlack systems inc","MATLACK SYSTEMS INC",15089,100
"MATSON, INC","matson inc","MATSON INC",1254,100
"MATTEL INC","mattel inc","MATTEL INC",7116,100
"Mattel Inc.","mattel inc","MATTEL INC",7116,100
"MATTEL INC.","mattel inc","MATTEL INC",7116,100
"MAUI LAND & PINEAPPLE COMPANY, INC.","maui land & pineapple company inc","MAUI LAND & PINEAPPLE CO",7117,89.429248784
"MAUI LAND AND PINEAPPLE COMPANY INC","maui land & pineapple company inc","MAUI LAND & PINEAPPLE CO",7117,89.429248784
"MAXIMUS INC","maximus inc","MAXIMUS INC",64901,100
"MAXIMUS Inc.","maximus inc","MAXIMUS INC",64901,100
"MAXIMUS, Inc.","maximus inc","MAXIMUS INC",64901,100
"MAXIMUS, INC.","maximus inc","MAXIMUS INC",64901,100
"MAXUS ENERGY CORPORATION","maxus energy corp","MAXUS ENERGY CORP",3930,100
"MAXWELL TECHNOLOGIES INC","maxwell technologies inc","MAXWELL TECHNOLOGIES INC",7124,100
"MAXXAM INC","maxxam inc","MAXXAM INC",6873,100
"MAXXAM Inc.","maxxam inc","MAXXAM INC",6873,100
"MAXXAM INC.","maxxam inc","MAXXAM INC",6873,100
"MAY DEPARTMENT STORES COMPANY","may department stores co","MAY DEPARTMENT STORES CO",7127,100
"MAYFLOWER GROUP INC","mayflower group inc","MAYFLOWER GROUP INC/IN",7136,97.4672894999
"MAYTAG CO","maytag co","MAYTAG CORP",7139,95.1536153229
"MAYTAG COMPANY","maytag co","MAYTAG CORP",7139,95.1536153229
"Maytag Corporation","maytag corp","MAYTAG CORP",7139,100
"MB FINANCIAL INC","mb financial inc","MB FINANCIAL INC/MD",31692,85.3169956377
"MB FINANCIAL, INC.","mb financial inc","MB FINANCIAL INC/MD",31692,85.3169956377
"MBNA Corporation","mbna corp","MBNA CORP",23592,100
"MBNA CORPORATION","mbna corp","MBNA CORP",23592,100
"MCA INC","mca inc","MCA INC",6861,100
"MCA, INC","mca inc","MCA INC",6861,100
"MCAFEE INC","mcafee inc","MCAFEE INC",25783,100
"MCAFEE, INC.","mcafee inc","MCAFEE INC",25783,100
"MCCORMICK & COMPANY INC","mccormick & company inc","MCCORMICK & CO INC",7146,81.7278971824
"MCDERMOTT INC","mcdermott inc","MCDERMOTT INC",24365,100
"MCDERMOTT INCORPORATED","mcdermott inc","MCDERMOTT INC",24365,100
"MCDONALD'S CORPORATION","mcdonalds corp","MCDONALD'S CORP",7154,100
"McDonalds Corporation","mcdonalds corp","MCDONALD'S CORP",7154,100
"MCDONALDS CORPORATION","mcdonalds corp","MCDONALD'S CORP",7154,100
"MCDONNELL DOUGLAS CORP","mcdonnell douglas corp","MCDONNELL DOUGLAS CORP",7155,100
"MCDONNELL DOUGLAS CORP.","mcdonnell douglas corp","MCDONNELL DOUGLAS CORP",7155,100
"MCGRAW-EDISON COMPANY","mcgraw edison co","MCGRAW-EDISON CO",7162,100
"MCI Inc.","mci inc","MCI INC",1164,100
"MCI TELECOMMUNICATIONS CORPORATION","mci telecommunications corp","MCI COMMUNICATIONS",6864,85.5184462188
"MCI WORLDCOM INC","mci worldcom inc","WORLDCOM INC-MCI GROUP",143971,91.7463323168
"McKesson Corporation","mckesson corp","MCKESSON CORP",7171,100
"MCKESSON CORPORATION","mckesson corp","MCKESSON CORP",7171,100
"MCLEODUSA INCORPORATED","mcleodusa inc","MCLEODUSA INC  -CL A",63023,92.7030183717
"MCLOUTH STEEL CORPORATION","mclouth steel corp","MCLOUTH STEEL CORP",7175,100
"MCLOUTH STEEL PRODUCTS CORPORATION","mclouth steel products corp","MCLOUTH STEEL CORP",7175,81.8049946672
"MCM CORPORATION","mcm corp","MCM CORP",18826,100
"MCMORAN EXPLORATION CO","mcmoran exploration co","MCMORAN EXPLORATION CO",30234,100
"McMoRan Exploration Co.","mcmoran exploration co","MCMORAN EXPLORATION CO",30234,100
"MCMORAN EXPLORATION CO.","mcmoran exploration co","MCMORAN EXPLORATION CO",30234,100
"MCN ENERGY GROUP","mcn energy group","MCN ENERGY GROUP INC",7319,98.7160825214
"MCN ENERGY GROUP INC","mcn energy group inc","MCN ENERGY GROUP INC",7319,100
"MCORP","mcorp","MCORP",6863,100
"MCORP, DALLAS","mcorp dallas","DALLAS CORP",3724,83.8349601781
"MDU RESOURCES GROUP INC","mdu resources group inc","MDU RESOURCES GROUP INC",6867,100
"MDU RESOURCES GROUP, INC.","mdu resources group inc","MDU RESOURCES GROUP INC",6867,100
"MEAD CORPORATION","mead corp","MEAD CORP",7180,100
"MeadWestvaco Corporation","meadwestvaco corp","MEADWESTVACO CORP",11446,100
"MEADWESTVACO CORPORATION","meadwestvaco corp","MEADWESTVACO CORP",11446,100
"MECHANICAL TECHNOLOGY INC","mechanical technology inc","MECHANICAL TECHNOLOGY INC",7183,100
"MEDCATH INCORPORATED","medcath inc","MEDCATH INC",31134,100
"MEDCO HEALTH SOLUTIONS INC.","medco health solutions inc","MEDCO HEALTH SOLUTIONS INC",7186,100
"MEDCO HEALTH SOLUTIONS, INC.","medco health solutions inc","MEDCO HEALTH SOLUTIONS INC",7186,100
"MEDFORD CORPORATION","medford corp","MEDFORD CORP",7201,100
"MEDICAL FACILITIES OF AMERICA INC","medical facilities of america inc","MEDICAL FACILITIES CORP",160864,83.6017421172
"Medical Management International Inc.","medical management intl inc","MEDICAL MANAGEMENT INC",29067,93.8499015082
"MEDIMMUNE INC","medimmune inc","MEDIMMUNE INC",24008,100
"MedImmune Inc.","medimmune inc","MEDIMMUNE INC",24008,100
"MEDNAX, INC","mednax inc","MEDNAX INC",61325,100
"MEDNAX, INC.","mednax inc","MEDNAX INC",61325,100
"MEDTRONIC INC","medtronic inc","MEDTRONIC PLC",7228,87.4206089736
"Medtronic Inc.","medtronic inc","MEDTRONIC PLC",7228,87.4206089736
"MEDTRONIC INC.","medtronic inc","MEDTRONIC PLC",7228,87.4206089736
"MEDUSA CORPORATION","medusa corp","MEDUSA CORP",7229,100
"Mellon Financial Corporation","mellon financial corp","MELLON FINANCIAL CORP",7238,100
"MELLON FINANCIAL CORPORATION","mellon financial corp","MELLON FINANCIAL CORP",7238,100
"MERCANTILE BANCORPORATION INC","mercantile bancorporation inc","MERCANTILE BANCORPORATION",7252,99.0266298089
"MERCANTILE BANKSHARES CORP","mercantile bankshares corp","MERCANTILE BANKSHARES CORP",7253,100
"MERCANTILE NATIONAL BANK","mercantile national bank","MERCANTILE BANK CORP",65689,84.4707261542
"MERCHANTS BANCORP, INC.","merchants bancorp inc","MERCHANTS BANCORP INC/DE",18891,93.769531504
"MERCHANTS INC","merchants inc","MERCHANTS GROUP INC",13532,86.4410464429
"MERCHANTS NAT'L CORP","merchants natl corp","MERCHANTS NATIONAL CORP",7256,82.9559379024
"MERCHANTS NATIONAL CORPORATION","merchants national corp","MERCHANTS NATIONAL CORP",7256,100
"MERCK & CO INC","merck & co inc","MERCK & CO",7257,97.5308040528
"Merck & Co. Inc.","merck & co inc","MERCK & CO",7257,97.5308040528
"Merck & Co., Inc.","merck & co inc","MERCK & CO",7257,97.5308040528
"MERCK & CO., INC.","merck & co inc","MERCK & CO",7257,97.5308040528
"MERCURY COMPUTER SYSTEMS INC","mercury computer systems inc","MERCURY SYSTEMS INC",66393,82.5442580673
"MERCURY SAVINGS & LOAN ASS'N","mercury savings & loan assn","MERCURY SAVINGS & LOAN ASSC",7259,86.9284200063
"MERCURY SYSTEMS INC","mercury systems inc","MERCURY SYSTEMS INC",66393,100
"MEREDITH CORPORATION","meredith corp","MEREDITH CORP",7260,100
"MERIDIAN BANCORP INC","meridian bancorp inc","MERIDIAN BANCORP INC",7261,100
"MERIDIAN BANCORP INC PAC","meridian bancorp inc pac","MERIDIAN BANCORP INC",7261,91.3445618929
"MERIT MEDICAL SYSTEMS, INC.","merit medical systems inc","MERIT MEDICAL SYSTEMS INC",21777,100
"MERITAGE HOMES CORPORATION","meritage homes corp","MERITAGE HOMES CORP",14790,100
"MERRILL LYNCH & CO INC","merrill lynch & co inc","MERRILL LYNCH & CO INC",7267,100
"Merrill Lynch & Co. Inc.","merrill lynch & co inc","MERRILL LYNCH & CO INC",7267,100
"MERRILL LYNCH & CO. INC.","merrill lynch & co inc","MERRILL LYNCH & CO INC",7267,100
"MESA AIR GROUP INC","mesa air group inc","MESA AIR GROUP INC",13241,100
"MetLife","metlife","METLIFE INC",133768,98.2104325652
"Metlife Inc.","metlife inc","METLIFE INC",133768,100
"MetLife Inc.","metlife inc","METLIFE INC",133768,100
"METLIFE INC.","metlife inc","METLIFE INC",133768,100
"METRIS COMPANIES INC","metris companies inc","METRIS COMPANIES INC",63870,100
"Metris Companies Inc.","metris companies inc","METRIS COMPANIES INC",63870,100
"METRO-GOLDWYN-MAYER INC/TRACINDA CORP","metro goldwyn mayer inc tracinda corp","METRO GOLDWYN MAYER INC",12352,84.955415332
"METROPOLITAN LIFE INSURANCE CO","metropolitan life insurance co","METROPOLITAN LIFE INSURANCE",20477,98.6492214586
"MFS COMMUNICATIONS COMPANY INC","mfs communications company inc","MFS COMMUNICATIONS INC",28289,85.4179799188
"MGI PHARMA INC","mgi pharma inc","MGI PHARMA INC",7504,100
"MGM ENTERTAINMENT CO","mgm entertainment co","MGM UA ENTERTAINMENT CO",6878,89.1776046833
"MGM GRAND HOTEL INC","mgm grand hotel inc","MGM GRAND HOTELS INC",6877,89.8896805089
"MGM RESORTS INTERNATIONAL","mgm resorts intl","MGM RESORTS INTERNATIONAL",14418,100
"MGM/UA ENTERTAINMENT CO","mgm ua entertainment co","MGM UA ENTERTAINMENT CO",6878,100
"MICHAEL BAKER CORPORATION","michael baker corp","BAKER (MICHAEL) CORP",1974,100
"MICHIGAN BELL TELEPHONE COMPANY","michigan bell telephone co","MICHIGAN BELL TELEPHONE CO",7317,100
"MICHIGAN CONSOLIDATED GAS COMPANY","michigan consolidated gas co","MICHIGAN CONSOLIDATED GAS CO",15305,100
"MICHIGAN NATIONAL BANK","michigan national bank","MICHIGAN NATIONAL CORP",7322,87.2841442431
"Michigan Sugar Company","michigan sugar co","MICHIGAN SUGAR",7325,98.0736510724
"MICHIGAN SUGAR COMPANY","michigan sugar co","MICHIGAN SUGAR",7325,98.0736510724
"MICRO WAREHOUSE INC","micro warehouse inc","MICRO WAREHOUSE INC",25983,100
"MICRON TECHNOLOGY INC","micron technology inc","MICRON TECHNOLOGY INC",7343,100
"MICRON TECHNOLOGY, INC.","micron technology inc","MICRON TECHNOLOGY INC",7343,100
"Microsoft Corporation","microsoft corp","MICROSOFT CORP",12141,100
"MICROSOFT CORPORATION","microsoft corp","MICROSOFT CORP",12141,100
"MID-AMERICAN WASTE SYSTEMS INC","mid american waste systems inc","MID-AMERICAN WASTE SYS INC",22262,85.978124061
"MIDAMERICAN ENERGY COMPANY","midamerican energy co","MIDAMERICAN ENERGY CO",65298,100
"MIDCON CORP","midcon corp","MIDCON CORP",7363,100
"MIDLAND ENTERPRISES INC","midland enterprises inc","MIDLAND ENTERPRISES INC",7370,100
"MIDWAY AIRLINES INC","midway airlines inc","MIDWAY AIRLINES INC",7379,100
"MIDWAY AIRLINES, INC","midway airlines inc","MIDWAY AIRLINES INC",7379,100
"MIDWEST ENERGY COMPANY","midwest energy co","MIDWEST ENERGY COS INC",9569,87.3087616282
"MIDWEST FINANCIAL GROUP INC","midwest financial group inc","MIDWESTONE FINANCIAL GROUP",65796,88.3878575034
"MIDWEST RESOURCES INC","midwest resources inc","MIDWESTERN RESOURCES INC",7388,89.0488007282
"MILES LABORATORIES INC","miles laboratories inc","MILES LABORATORIES INC",7392,100
"MILES LABORATORIES, INC","miles laboratories inc","MILES LABORATORIES INC",7392,100
"MILLENNIUM CELL INC","millennium cell inc","MILLENNIUM CELL INC",138609,100
"MILLENNIUM PHARMACEUTICALS INC","millennium pharmaceuticals inc","MILLENNIUM PHARMACEUTICALS",62784,99.2757514368
"MILLENNIUM PHARMACEUTICALS INC.","millennium pharmaceuticals inc","MILLENNIUM PHARMACEUTICALS",62784,99.2757514368
"MILLICOM INCORPORATED","millicom inc","MILLICOM INC",7408,100
"MIMEDX GROUP INC","mimedx group inc","MIMEDX GROUP INC",178157,100
"MINERALS TECHNOLOGIES INC","minerals technologies inc","MINERALS TECHNOLOGIES INC",25870,100
"MINI MART INC","mini mart inc","MINI MART CORP",7429,92.0426601399
"MIRAGE RESORTS INCORPORATED","mirage resorts inc","MIRAGE RESORTS INC",5211,100
"MISSISSIPPI CHEMICAL CORPORATION","mississippi chemical corp","MISSISSIPPI CHEMICAL CORP",7448,100
"Mississippi Power Company","mississippi power co","MISSISSIPPI POWER CO",7450,100
"MISSISSIPPI POWER COMPANY","mississippi power co","MISSISSIPPI POWER CO",7450,100
"MISSISSIPPI VALLEY GAS COMPANY","mississippi valley gas co","MISSISSIPPI VALLEY GAS CO",7453,100
"MMI COMPANIES INC","mmi companies inc","MMI COMPANIES INC",28497,100
"MOBIL CORPORATION","mobil corp","MOBIL CORP",7475,100
"MOBIL OIL CORPORATION/ MOBIL CORP","mobil oil corp mobil corp","MOBIL OIL CORP",7476,97.4325976718
"MODINE MANUFACTURING COMPANY","modine manufacturing co","MODINE MANUFACTURING CO",7486,100
"MOLINA HEALTHCARE INC","molina healthcare inc","MOLINA HEALTHCARE INC",152149,100
"MONDELEZ INTERNATIONAL INC.","mondelez intl inc","MONDELEZ INTERNATIONAL INC",142953,100
"MONEYGRAM INTERNATIONAL INC","moneygram intl inc","MONEYGRAM INTERNATIONAL INC",5342,100
"MoneyGram International, Inc.","moneygram intl inc","MONEYGRAM INTERNATIONAL INC",5342,100
"MONEYGRAM INTERNATIONAL, INC.","moneygram intl inc","MONEYGRAM INTERNATIONAL INC",5342,100
"Monsanto Company","monsanto co","MONSANTO CO",140760,100
"MONSANTO COMPANY","monsanto co","MONSANTO CO",140760,100
"MONSTER WORLDWIDE INC","monster worldwide inc","MONSTER WORLDWIDE INC",64156,100
"Monster Worldwide Inc.","monster worldwide inc","MONSTER WORLDWIDE INC",64156,100
"MONTANA POWER CO","montana power co","MONTANA POWER CO",7537,100
"MONTGOMERY WARD & CO INCORPORATED","montgomery ward & co inc","MONTGOMERY WARD CREDIT CORP",7545,82.7166042073
"MONUMENTAL CORPORATION","monumental corp","MONUMENTAL CORP",7547,100
"MOORE MC CORMACK RESOURCES INC","moore mc cormack resources inc","MOORE MCCORMACK RESOURCES",7555,85.8851452833
"MOORE MCCORMACK RESOURCES INC","moore mccormack resources inc","MOORE MCCORMACK RESOURCES",7555,99.2215645828
"Morgan Stanley","morgan stanley","MORGAN STANLEY",12124,100
"MORGAN STANLEY","morgan stanley","MORGAN STANLEY",12124,100
"MORGAN STANLEY & CO INC","morgan stanley & co inc","MORGAN STANLEY",12124,95.6591123123
"MORGAN STANLEY & CO INCORPORATED","morgan stanley & co inc","MORGAN STANLEY",12124,95.6591123123
"MORRISON-KNUDSEN COMPANY INC","morrison knudsen company inc","MORRISON KNUDSEN CORP OLD",7567,83.2041569562
"MOTOROLA MOBILITY LLC","motorola mobility llc","MOTOROLA MOBILITY HLDGS INC",186106,81.3349269746
"MOTOROLA SOLUTIONS, INC.","motorola solutions inc","MOTOROLA SOLUTIONS INC",7585,100
"MOUNT VERNON MILLS INC","mount vernon mills inc","MOUNT VERNON MILLS INC",7588,100
"MTS SYSTEMS CORPORATION","mts systems corp","MTS SYSTEMS CORP",6900,100
"MUFG AMERICAS HOLDINGS CORPORATION","mufg americas holdings corp","MUFG AMERICAS HOLDINGS CORP",2620,100
"MURPHY","murphy","MURPHY USA INC",18498,86.8597031848
"MURPHY OIL CORPORATION","murphy oil corp","MURPHY OIL CORP",7620,100
"MURPHY OIL USA INC","murphy oil usa inc","MURPHY USA INC",18498,90.8484151232
"MUTUAL LIFE INSURANCE CO OF NEW YORK","mutual life insurance co of new york","NEW YORK LIFE INSURANCE",127774,82.0385413862
"Mutual of Omaha Companies","mutual of omaha companies","MUTUAL OF OMAHA CO",123534,84.4630191329
"MUTUAL OF OMAHA COMPANIES","mutual of omaha companies","MUTUAL OF OMAHA CO",123534,84.4630191329
"MUTUAL OF OMAHA INSURANCE COMPANY","mutual of omaha insurance co","MUTUAL OF OMAHA CO",123534,85.9857834889
"MYLAN INC.","mylan inc","MYLAN NV",7637,83.841875114
"NABISCO BRANDS INC","nabisco brands inc","NABISCO BRANDS INC",7674,100
"NABISCO INC","nabisco inc","NABISCO INC",7675,100
"NASDAQ, INC.","nasdaq inc","NASDAQ INC",149337,100
"NATIONAL ASSOCIATION OF CONVENIENCE STORES","national association of convenience stores","NATIONAL CONVENIENCE STORES",7720,87.6535867322
"NATIONAL ASSOCIATION OF MANUFACTURERS","national association of manufacturers","MANUFACTURERS NATIONAL CORP",7005,84.9139043454
"NATIONAL BANK OF SOUTH CAROLINA","national bank of south carolina","BANK SOUTH CAROLINA CORP",17641,82.9833692706
"NATIONAL CAN CORPORATION","national can corp","NATIONAL CAN CORP",7707,100
"NATIONAL CENTRAL FINANCIAL CORPORATION","national central financial corp","CENTRAL PA FINANCIAL CORP",16746,81.0738447391
"National City Corporation","national city corp","CITY NATIONAL CORP",3082,100
"NATIONAL CITY CORPORATION","national city corp","CITY NATIONAL CORP",3082,100
"NATIONAL COMMUNITY BANKS INC","national community banks inc","NATIONAL COMMUNITY BANK",7716,85.8106420614
"NATIONAL COMPUTER SYSTEMS","national computer systems","NATIONAL COMPUTER SYS INC",7718,82.2150198872
"NATIONAL CONVENIENCE STORES INC","national convenience stores inc","NATIONAL CONVENIENCE STORES",7720,99.0720970342
"National Education Association","national education association","NATIONAL EDUCATION CORP",7727,86.6372502297
"NATIONAL EDUCATION ASSOCIATION","national education association","NATIONAL EDUCATION CORP",7727,86.6372502297
"NATIONAL ELECT MANUFACTURERS ASSOC","national elect manufacturers assoc","MANUFACTURERS NATIONAL CORP",7005,81.4231631504
"NATIONAL ENTERPRISES INC","national enterprises inc","NATIONAL HEALTH ENTERPRISES",7742,84.7732129411
"National Fuel Gas","national fuel gas","NATIONAL FUEL GAS CO",7733,97.5876286681
"NATIONAL FUEL GAS COMPANY","national fuel gas co","NATIONAL FUEL GAS CO",7733,100
"NATIONAL FUEL GAS CORPORATION","national fuel gas corp","NATIONAL FUEL GAS CO",7733,95.4433165357
"National Grid USA","national grid usa","NATIONAL GRID",211819,85.4841892883
"NATIONAL GRID USA","national grid usa","NATIONAL GRID",211819,85.4841892883
"NATIONAL GYPSUM CO","national gypsum co","NATIONAL GYPSUM CO",7739,100
"NATIONAL HEALTH CORPORATION","national health corp","NATIONAL HEALTH REALTY INC",107528,81.0595253585
"NATIONAL MARINE MANUFACTURERS ASSOC","national marine manufacturers assoc","MANUFACTURERS NATIONAL CORP",7005,81.5780421538
"NATIONAL MEDICAL ENTERPRISES INC","national medical enterprises inc","U S MEDICAL ENTERPRISES INC",10958,83.8367826245
"NATIONAL PHARMACEUTICAL ALLIANCE","national pharmaceutical alliance","ALLIANCE PHARMACEUTICAL",11793,90.2138254976
"NATIONAL SEMICONDUCTOR CORPORATION","national semiconductor corp","NATIONAL SEMICONDUCTOR CORP",7772,100
"NATIONSTAR MORTGAGE HOLDINGS INC.","nationstar mortgage holdings inc","NATIONSTAR MORTGAGE HOLDINGS",184498,99.1587804229
"Nationwide","nationwide","NATIONWIDE POWER CORP",7790,82.1233360441
"NATIONWIDE","nationwide","NATIONWIDE POWER CORP",7790,82.1233360441
"NATIONWIDE CORPORATION","nationwide corp","NATIONWIDE POWER CORP",7790,85.5937054266
"NAVIENT CORPORATION","navient corp","NAVIENT CORP",10121,100
"Navistar, Inc.","navistar inc","NAVISTAR INTERNATIONAL CORP",6081,86.323953541
"NAVISTAR, INC.","navistar inc","NAVISTAR INTERNATIONAL CORP",6081,86.323953541
"NBSC","nbsc","NBSC CORP",17058,96.1523625939
"NBSC CORPORATION","nbsc corp","NBSC CORP",17058,100
"NCR Corporation","ncr corp","NCR CORP",7648,100
"NCR CORPORATION","ncr corp","NCR CORP",7648,100
"NCRIC GROUP INC","ncric group inc","NCRIC GROUP INC",122382,100
"NELNET INC","nelnet inc","NELNET INC",155738,100
"Nelnet Inc.","nelnet inc","NELNET INC",155738,100
"NELNET, INC.","nelnet inc","NELNET INC",155738,100
"NERCO INC","nerco inc","NERCO INC",7815,100
"NETFLIX INC.","netflix inc","NETFLIX INC",147579,100
"NETFLIX, INC.","netflix inc","NETFLIX INC",147579,100
"NETSCAPE COMMUNICATIONS","netscape communications","NETSCAPE COMMUNICATIONS CORP",61143,97.7207409655
"NETWORK SOLUTIONS INC","network solutions inc","NETWORK SOLUTIONS INC",65488,100
"NETWORK SOLUTIONS INC.","network solutions inc","NETWORK SOLUTIONS INC",65488,100
"NEW CENTURY ENERGIES","new century energies","NEW CENTURY ENERGIES INC",8804,98.8233909874
"NEW ENGLAND POWER SERVICE COMPANY","new england power service co","NEW ENGLAND POWER CO",7839,86.010407582
"NEW JERSEY RESOURCES CORP","new jersey resources corp","NEW JERSEY RESOURCES CORP",7849,100
"New York Life Insurance Co.","new york life insurance co","NEW YORK LIFE INSURANCE",127774,98.3503238043
"New York Life Insurance Company","new york life insurance co","NEW YORK LIFE INSURANCE",127774,98.3503238043
"NEW YORK LIFE INSURANCE COMPANY","new york life insurance co","NEW YORK LIFE INSURANCE",127774,98.3503238043
"NEWELL RUBBERMAID INC.","newell rubbermaid inc","RUBBERMAID INC",9280,84.0954813873
"NEWFIELD EXPLORATION COMPANY","newfield exploration co","NEWFIELD EXPLORATION CO",29173,100
"NEWFIELD EXPLORATION COMPANY POLITICAL ACTION COMMITTEE (NEWFIELD PAC)","newfield exploration company political action committee newfield pac","NEWFIELD EXPLORATION CO",29173,81.822990985
